ENTITY_ID,ENTITY_LENGTH
1342732,91.20693
956374,218.15894
2648415,134.20813
2304139,591.3845
248724,368.7484
1417620,313.0067
1809583,536.43933
1839954,248.75644
2394173,224.10358
292897,236.03687
1257747,2.7574184
1722170,295.1505
2088373,487.627
1922946,440.81714
130006,555.5885
2184843,7.9255695
1438276,2.3269913
951097,190.3013
1290940,146.9895
193010,490.84323
1503980,374.5293
652234,373.1576
2576585,441.04913
172999,399.58698
2127705,693.97107
2048399,220.7225
2028923,100.95582
1632360,454.59802
624353,373.1576
1586272,225.58751
1846179,485.64435
1654261,417.85126
952028,341.93314
2449513,4.1763186
1371447,299.26617
450445,371.33783
86219,454.73196
2114916,367.1333
1927379,579.3193
2508795,206.26263
2038180,108.68776
114997,494.85544
234073,543.81195
806190,293.92413
302396,314.74933
2192494,25.95917
2481766,291.53625
1805220,114.77975
1531332,114.70112
139072,673.2546
1027359,81.116066
288255,462.49414
1398819,267.13965
545378,369.518
2713444,536.9259
2394458,351.98273
2784377,504.58356
2669543,226.56259
2621187,332.7779
917815,221.75616
2420705,315.7886
2932419,20.43402
1023311,78.73118
93203,506.9784
2084877,388.16617
2778150,429.1429
1909027,240.78401
463697,535.0731
2617172,665.88245
1229995,7.1305714
2188344,1.2098624
1034879,229.54504
687752,373.1576
2400800,571.1303
1601261,243.91495
1518077,182.77023
2641242,455.32233
353597,565.2739
2600516,105.24038
1205851,373.20547
775519,235.78888
993207,373.1576
1053282,405.26056
996245,443.99335
612255,368.7484
19697,371.7688
1414454,217.73799
1721131,107.86378
1162981,198.90634
38204,289.95218
959844,189.44293
1457037,519.30615
729787,373.1576
1632382,7.021412
1855550,317.77472
188718,495.63675
2751441,151.21744
1247880,122.6483
2936220,101.996895
373079,588.67773
128739,280.3805
1678781,271.39505
2726345,56.72961
768334,287.17517
2973973,99.2909
2449744,212.6364
1479546,237.38794
612436,373.1576
2284748,78.27436
2441795,373.1576
1335145,188.26999
2120232,308.73068
292190,236.03687
557515,367.4803
498476,574.6897
217307,402.04874
1792643,297.405
692730,517.1791
1158162,343.98328
1587896,5.5278854
250348,367.76196
142958,371.14624
2249627,210.30788
2216124,383.8666
872359,213.94171
2713804,184.09793
1105711,414.52747
478643,368.4369
2726675,189.851
1445151,40.62045
94233,372.39136
2410328,143.15204
2663043,89.15071
575919,371.24203
2478374,366.31277
101014,647.84576
2025033,546.8679
1558181,4.4996667
2070480,246.43373
54059,595.6575
2773795,361.94458
705946,372.6787
902719,202.5489
1566777,275.46198
527858,649.89636
2466820,233.21164
927049,650.9144
2620409,91.40952
561292,292.7755
1572095,172.445
1233640,226.94669
1979325,115.65681
2334100,162.37747
1547408,328.66946
1720008,404.9171
2185132,77.63534
1848758,154.99574
528656,367.04044
2438652,402.8199
2614135,679.2001
818524,577.7189
982948,266.65024
1781100,346.67496
1131609,312.48184
2603392,488.8601
1692992,394.43555
2367057,256.87155
2593661,686.6764
2780427,305.10394
383971,455.18173
1260900,74.258575
2810590,475.9474
712100,372.48712
1089017,33.166077
1557789,544.28723
462922,583.99524
438043,431.67725
873813,261.43646
2849723,665.54877
898246,186.74014
2512904,420.3247
622234,373.1576
1882863,123.95873
230662,37.83339
1996950,404.72812
2231935,109.37896
1874206,108.88501
2227472,154.48117
2170252,405.86407
474382,571.93097
1641149,427.48862
278224,541.70105
1078899,32.613377
1981023,254.44882
2329133,348.93127
2299353,519.6202
2165628,373.1576
372874,405.93488
963803,230.3299
1130749,420.07925
231918,368.7484
265031,465.68735
1684887,352.56537
1842254,320.2356
1563156,134.6829
1870221,373.1576
415394,368.59262
1164652,1.2107551
814500,340.45282
1252107,73.11495
578894,365.9967
2567546,494.67883
481637,368.59262
1808890,128.54329
1791226,163.51996
818881,469.36597
1123048,120.95537
425162,548.5581
2426609,284.82278
400343,372.63083
2971967,667.26935
502454,459.49835
2872910,202.59778
1771744,103.32444
153952,628.9182
3241,600.17804
2447500,373.1576
641077,373.1576
745254,498.6431
1721942,2.9309356
1779937,302.9232
1319947,290.53137
2222063,411.01727
2429494,403.47733
1760581,298.69934
173372,582.0598
2710284,15.235226
2309194,197.51398
2391852,418.44434
2806252,233.36862
522012,413.76434
2857426,237.71184
25789,371.62515
1237834,147.4245
859761,434.60712
2325990,576.64386
2557530,295.30914
1505992,8.515261
1200634,363.08926
2177587,185.31305
630205,373.1576
2256531,369.92712
65069,542.3627
1100454,529.7343
233061,492.07587
2967613,89.19089
1812860,309.03998
226486,544.6455
2996832,420.01083
1436843,256.4564
1635648,603.4157
1234463,342.2181
1760333,2.1408577
1470050,341.54315
449319,460.01047
194737,470.03738
1013697,245.29932
960221,69.82707
1193020,465.20245
472481,527.5643
1530879,195.87956
1611193,239.63629
440474,369.087
2444892,62.00589
2758379,528.4044
440439,491.4785
857001,218.11531
2711837,122.63143
2737591,160.28809
253127,9.141352
1215469,169.14903
164030,663.71655
2514610,25.451061
847259,97.35084
1004116,13.598779
1122950,7.9148774
2101980,325.87476
2532802,2.3937874
152868,226.5393
2517451,571.15125
2435972,321.82565
1651772,58.81952
704236,373.1576
302134,360.659
2650580,4.9558644
125238,316.1805
1257831,239.59929
2069934,389.77905
1252304,174.26462
1334632,296.24945
368777,240.97424
2065136,135.82697
605670,373.1576
766014,494.19882
875050,373.1576
2037029,201.33766
1998734,434.5088
2302474,200.16968
879872,383.72012
1230879,350.97543
1594905,382.71106
2670772,106.44906
2388983,191.66064
214737,365.08572
2162615,24.1832
1633784,113.98827
2666270,686.6764
889692,163.17712
696876,371.86456
1685375,82.495995
2957401,582.9596
2822513,111.03988
2103138,403.82172
2215663,72.57655
2975464,169.47461
1613927,142.7203
937565,344.44385
1350363,83.84339
1460241,504.0835
2218806,49.415504
903579,4.8271527
2101555,433.67676
2981271,667.26935
1708258,153.68971
2820791,193.70258
1003906,433.51923
2521964,73.17655
1661179,37.21509
826836,263.0695
1230086,201.01086
2640838,252.08284
183388,223.52718
2121290,269.46246
762634,371.72095
1707140,233.11633
1322515,387.388
1856499,150.14554
2107444,241.53734
2555747,129.43794
450572,224.003
1817306,243.68155
1159091,244.1181
2956560,54.26817
211819,492.0564
67959,581.2268
2143391,26.002838
477399,369.03912
2860207,170.6755
713829,368.4369
953491,130.59027
1072473,187.7779
496108,2.302807
160647,368.7484
1900559,69.3808
1748660,334.72028
491259,426.84808
1148175,309.11172
2023721,51.709362
1856387,505.79102
2845833,170.32344
2381991,162.10555
2591910,305.08908
2178089,333.4579
1928727,453.05292
112172,569.26636
175168,548.624
2264193,92.872734
1784660,157.96542
114148,230.50186
13296,314.92822
1191106,120.06585
38495,287.1357
593531,705.1942
2634341,339.1141
2668976,617.2866
2318872,233.56792
1266095,163.80121
1049590,310.81473
1489907,283.70563
1281117,79.691284
729613,230.92241
2621837,248.07878
986773,444.847
298808,371.28992
182955,230.61472
2839997,216.30252
2069605,487.3742
336273,579.57434
10157,437.90747
1756962,1.0805202
469615,507.03824
2188901,99.311455
128363,365.89285
1435226,420.76794
730897,421.5673
987592,320.653
2785882,13.547466
445846,559.1256
1855676,317.77472
1594653,402.6808
2160518,113.90055
1396075,3.7286148
657916,373.1576
1777976,2.878603
889773,289.52185
2177327,246.15245
44583,235.91287
2880910,264.00082
140714,454.24426
2774482,327.26788
876489,103.584435
839827,66.31767
189929,368.2292
2500554,354.4588
1487564,183.97678
1546345,530.2527
1879820,101.1047
1385710,1.6867166
1224267,372.91815
1128613,43.27072
1597881,114.26038
226570,649.9347
999593,180.78539
23132,65.81249
773490,367.65808
2799295,328.96667
651619,462.49414
2125075,100.83681
2241828,109.22314
2661774,821.8242
884576,221.2341
2243722,162.22897
159954,371.8167
710309,548.5581
121151,362.4701
1038184,479.90335
2182091,395.2141
863004,220.65701
2877738,1.4404144
1714746,252.65013
831991,605.43994
528696,576.0365
507293,368.2912
769955,339.54193
1612953,75.09887
1545988,124.84133
2213982,490.316
810237,545.6128
63315,370.52368
1694613,516.2548
2393923,128.42929
1474315,179.376
2817340,123.370964
393115,369.13492
410915,367.9696
2445371,192.98697
1827182,228.43842
2366618,242.3685
1683943,356.8081
202042,535.21704
2387963,302.6637
2041698,162.08774
2635880,93.80721
251028,367.86572
1433470,100.99874
958773,350.23083
2041480,706.44183
381347,514.87744
1304073,202.05591
2376233,347.65375
2619919,1.2723267
2364093,253.67043
433461,565.8297
1482496,104.65487
2972749,278.46854
2785930,327.63593
2747519,338.72717
1320595,337.47455
2093047,296.0979
1728207,6.5642333
745650,374.1067
63821,494.33014
165650,362.6479
117051,368.2292
8635,577.2864
2700940,202.7089
2831932,106.15325
2074372,66.88757
1426458,1.6549416
639652,373.1576
2527997,671.35474
915436,355.10788
1808355,105.22074
2969155,352.38205
832874,0.57145447
2796592,140.33546
196673,402.6129
1483309,88.56693
2608023,99.171074
1933986,1.4824278
1846996,485.64435
776656,669.31714
1149486,141.59888
1409468,11.754023
1570493,269.77795
1954598,25.936022
1927100,195.19247
2447340,373.1576
2070884,261.75177
2238572,295.5512
1725989,80.632416
1132319,125.16659
1231238,349.02716
2416532,196.00842
452813,371.28992
388481,492.86682
2896207,211.09874
1786951,373.1576
912115,251.18217
975903,373.1576
931520,655.9564
2008804,434.65057
1074964,2.2658045
546266,371.86456
2736488,371.97656
2503618,522.80273
960435,280.57724
2579459,352.401
227399,468.5675
1820840,279.92233
2727790,204.59885
2233765,642.0481
1615342,378.34515
2633370,387.78055
578656,318.8001
601145,285.95212
2263847,217.3132
324957,334.924
739004,487.8985
320301,235.91287
938696,635.27246
732559,371.86456
2744343,132.5361
105626,235.91287
2952215,390.8743
812079,259.98877
909877,271.15582
717190,373.1576
2961781,74.28933
2139807,119.67036
1269986,110.24555
180059,570.88855
953442,6.963902
620739,368.59262
953777,373.1576
725201,549.16064
2803926,422.87985
1741269,253.29184
1911196,85.27557
2913695,232.9457
2897441,463.4563
465184,470.21167
1870021,371.28992
261955,445.98462
188305,522.76495
2747050,88.98622
2975265,323.21796
844423,319.7005
242174,373.1576
97624,266.20486
49842,567.05023
1925852,133.875
1645940,0.83812237
1610459,379.41724
2371661,113.66693
327307,369.37433
2085875,101.15342
1719738,135.01505
388999,367.86572
53000,511.19385
1150850,481.27393
346027,656.6432
2317099,233.13724
214042,425.406
2621292,255.89319
707611,548.8829
2250335,23.705614
2832166,421.16656
2006587,30.227146
731820,675.6056
245605,502.84952
1178651,91.128044
545478,214.47067
183339,366.30823
2379489,488.79294
1302756,2.5130072
350488,521.93933
912530,635.27246
558927,572.1806
1134430,320.1163
840603,453.6818
570042,368.4888
2307436,51.307747
450189,319.8181
588866,326.28986
1793888,504.3571
2515665,296.03577
2118555,275.49576
1491451,144.88013
1644212,260.38806
2309754,83.346016
2538881,415.0556
1218490,245.19766
1816611,173.70221
813948,257.39172
2555477,67.95133
1092100,303.82855
1629334,697.83344
524617,526.9016
1975947,148.38318
714464,590.28064
2580504,235.11435
846978,566.26685
1909006,392.34735
1183726,85.732155
2982877,354.4588
2621930,354.89667
792388,372.87027
2351963,545.8811
1153628,329.31564
869796,425.99664
2201068,445.45306
706590,373.1576
1668328,14.698308
1120284,373.315
1531162,418.4818
2762630,3.5934565
1138308,1.5026817
2409478,294.59546
1394059,54.64817
919543,387.1071
2885305,567.0227
1787749,351.09665
1127646,105.95071
2961142,286.45038
77932,314.74933
2450717,400.2472
112302,423.44733
2668601,271.65378
1762719,485.9878
2707336,42.18116
2798639,467.42093
2601745,426.90955
132123,566.9562
2386718,254.22798
900276,373.1576
242855,635.0204
1669608,205.82327
2695038,428.4523
1478121,6.066838
314817,363.34888
1911533,115.18072
734930,342.2713
2176915,109.32848
361161,323.50208
2916413,73.362206
338033,538.2499
141015,268.4028
2619689,187.62431
1308597,220.93346
2411204,211.91235
2022849,70.45359
799060,223.27786
225741,581.00635
65010,564.75037
903842,374.9636
918584,372.87027
968768,311.70633
924453,343.1526
1022372,135.25244
1161825,417.67447
441459,89.695335
1581739,123.83542
1299435,96.4167
1788962,45.988018
1239828,90.44841
2981594,251.47534
279264,579.23096
2934167,184.73827
1522319,338.28528
195437,348.5172
1590345,138.46994
254469,236.03687
440015,581.59436
1363958,457.31082
1056616,173.24554
129299,514.8868
1287429,515.2838
2074200,548.61646
2386615,408.18604
593648,519.315
471200,400.93884
1881221,283.31482
1980778,317.52826
2455357,219.63528
1439258,281.65268
1481513,341.3545
619055,372.104
1672356,152.71815
2771034,58.850597
1686535,42.79474
1484047,280.25534
2697845,488.37543
1706965,284.53253
1019575,292.10126
1436909,175.11115
1907108,110.65509
2020524,173.7139
793344,343.67178
924857,127.09218
597273,372.104
1835939,265.21387
674138,538.2456
1835724,207.75302
1465022,72.74653
217736,436.15594
2380503,215.8843
2818150,558.0392
1416215,238.23276
2807454,392.70886
1893940,273.9851
2462347,667.54114
1463763,583.79926
176967,527.0386
1261245,117.87131
276059,368.89548
569709,367.65808
2816547,667.26935
1306583,373.61926
2801559,82.39193
1240428,328.30658
1363466,270.59338
2525292,440.13705
335181,367.19086
612496,373.1576
2385207,503.66394
2678683,437.97968
758955,635.0029
2986015,27.256243
2547667,276.60123
720036,235.13795
1572089,286.3246
1520012,319.85852
2021090,482.56088
1573199,396.8081
2107748,182.27728
357606,370.33215
1839829,331.22607
1890545,234.28224
1331513,307.56995
396978,368.4369
1704688,295.5211
2292788,357.47357
533445,388.68335
1458964,296.8878
873551,228.92006
123304,592.7959
2412416,91.83747
1527065,183.263
1669570,158.11285
1476539,480.80188
2733892,464.6039
1177106,340.9856
155717,594.437
336673,371.28992
231516,236.03687
1348939,240.10071
436948,502.53207
652832,373.1576
2323384,306.33667
861508,218.1153
1946043,332.95917
1136450,259.29895
833136,79.10207
360010,250.40445
1369909,2.56648
780146,372.39136
1749853,129.82254
1058350,654.92896
2087604,357.60284
608895,373.1576
2469658,2.3972156
2842833,323.8235
1619139,307.75958
950324,1.8537772
1945569,262.01663
693355,230.1633
2238926,232.34734
293452,353.51324
1039769,80.07159
200032,515.0823
2130687,396.96527
2353202,64.84531
1444459,282.38416
1821826,1.9027131
929231,114.822014
1656276,247.32732
858476,218.1412
1858024,661.50934
545755,280.26733
2425895,350.09363
930714,426.29437
1122105,60.38504
2195847,220.03423
920587,201.58768
105856,541.66675
410447,517.1718
635715,661.4979
955707,243.73256
372998,664.1544
1324439,552.39294
1412232,1.304487
472546,313.31818
709615,548.5733
2469581,277.4705
1759747,74.9365
2428722,167.45268
1997083,373.5424
2788922,80.514595
1538714,92.5737
675325,373.1576
1819784,145.22113
2982906,282.66724
925091,62.30632
1977414,274.7892
1305386,476.51105
2037067,114.072296
2792852,56.856495
368745,260.5592
2359443,276.44147
611022,368.4369
2748201,316.18463
2673782,560.3862
49117,519.83795
2681076,288.83173
1495985,306.4896
656901,373.1576
2772801,191.07768
2052850,33.77954
2692459,74.55605
1406650,139.55957
206116,495.16058
2656856,263.68985
592063,493.33588
2870914,609.11035
691114,542.0404
2518561,463.00253
548408,673.79846
2660394,482.46045
323541,260.87878
935543,218.16017
2587224,161.14922
2008113,281.92474
841669,162.8512
1981947,208.91342
1546273,238.62944
1190665,259.8275
144845,360.7633
236706,236.03687
1699735,592.32446
1660199,196.9017
1822687,287.86722
60160,319.81555
859235,484.2157
2293314,464.2793
2139789,209.59955
1187669,331.47095
1188037,361.4901
191254,369.43137
39248,515.3864
772982,373.1576
981626,3.3362179
2149256,226.02869
2901074,235.12274
1090111,117.70855
538264,2.5989594
244062,321.31247
2862103,605.9816
2073625,371.71902
1384423,123.579994
2218817,59.845856
651283,373.1576
2476642,600.9935
1410035,314.68915
1390282,287.82416
1062033,181.21902
2215426,164.31409
238665,313.02002
2069131,238.48343
887819,161.02148
1905428,150.47556
855999,4.3818836
836768,144.31604
2910141,118.40032
2997371,63.987133
1098873,222.7198
2876516,369.81012
2971498,26.414507
130834,579.54736
216792,367.76193
591277,153.0484
2629597,206.0022
109981,491.60663
309871,236.03687
2283359,2.2525153
1547871,141.27411
2478466,374.49924
1132549,170.48907
1521065,415.06476
1297141,275.04874
190520,340.01578
1325722,310.90326
137660,483.47278
2916308,185.37479
68691,368.7484
1734165,129.91359
1793761,411.85828
168086,369.42224
1489724,90.21949
2501187,359.21454
2580773,84.41095
768534,348.33838
1157782,573.03534
1034482,384.98682
519311,369.03912
2361156,149.44882
2433292,297.43118
2805783,398.25385
2687123,47.093246
200313,502.16034
276213,559.53925
747196,373.1576
1585085,177.99661
283637,554.16943
1106098,93.46851
2477847,27.08978
2613262,300.24167
816825,220.96255
989038,276.04318
2938714,194.72926
1490623,166.68227
2569959,193.68982
1012861,195.50778
1484572,1.262006
917013,306.7199
1278769,62.896828
737261,365.68518
2842763,300.7199
427530,538.2051
454924,493.71106
1805712,75.35073
1881533,555.5785
508342,538.5216
784378,342.73727
254143,236.03687
919078,363.03735
2302441,167.88657
1630250,182.57843
493643,263.5002
916021,69.27672
1337677,584.8836
2332192,40.85742
2449620,260.35382
2410410,48.62687
1308522,504.24588
154008,372.104
1947588,331.24725
1337620,98.307
2535811,342.877
484845,312.364
368563,494.42392
2901878,212.28003
383517,235.32391
425299,548.3855
2134011,222.63135
774367,2.1236486
1683159,200.7576
2478567,357.21088
2529854,394.6071
1056960,373.20547
346269,451.77417
763764,205.73416
279941,236.03687
333638,133.3748
2318879,250.22784
967413,268.0541
2430042,561.7434
2512620,445.4864
2768388,581.5209
646996,373.1576
1662616,9.288747
2475574,48.803467
2064999,132.6997
39500,277.7775
1534687,129.04884
2857276,321.01752
2130710,73.03501
114014,368.5407
2005169,54.20056
1014147,430.4319
2732444,507.95563
584844,368.9912
2334349,207.83441
2888987,573.96533
521934,427.65802
1459569,3.1145027
773660,367.081
1719048,49.880386
2862656,602.50854
481362,517.72595
2059820,640.98047
166824,535.5913
1381551,172.69116
250037,367.76196
648074,373.1576
1598369,254.44177
1417045,299.30383
96298,628.0378
1916869,233.17386
1796579,308.7548
2796206,33.321796
1676575,407.27435
1214154,544.46826
240140,364.0238
1166241,26.955156
803081,373.1576
2528994,122.41382
2876624,476.95416
2333289,1.7970247
2285723,345.92184
2021913,155.74574
206408,523.3034
2204351,214.13916
1352266,3.5927968
2860682,383.98056
635687,368.5407
2756149,310.6618
1085174,257.71155
1784706,181.4774
347704,254.74628
2911311,302.80478
811465,373.20547
2342075,262.93335
2900175,34.882607
1799156,109.22384
1079417,2.3528023
1563348,118.160904
1803318,196.46213
1426805,172.86388
2399149,444.1541
2350000,112.30318
2773472,601.2234
867616,488.1333
74578,368.4888
2511184,345.11713
2187390,9.441477
1505038,395.11395
1721051,151.80789
349770,281.75073
603975,373.1576
2375683,429.51694
866624,183.90897
815305,521.73944
2561742,500.28452
866804,78.27696
2181460,108.362625
1686276,99.14265
2911051,183.9657
1848236,165.79741
2627571,11.466547
417096,522.5402
2472312,142.46298
1429024,354.74207
2071513,781.904
892153,373.06183
10208,634.9756
1354655,127.99677
1034295,322.80225
1581518,666.8462
578526,212.3154
593544,522.5797
1075752,2.3625236
1968745,419.90277
2968549,143.19772
2237658,262.7564
738816,369.518
1424944,146.31311
642278,373.1576
647858,366.8793
123061,444.02435
1049689,266.95752
981926,599.5897
1699987,373.06183
464957,368.04376
2364465,508.31152
514829,368.0215
2514092,353.81473
2525739,170.67244
1146745,66.98629
2571695,419.5622
566872,520.9362
2567891,244.44316
1270229,141.13452
556475,494.0675
353883,380.9218
2895760,267.9149
2166453,305.46436
2927184,341.54315
669748,517.5618
2062964,15.694668
2755707,480.11734
908115,287.3949
1714641,80.15264
290533,492.28525
896868,332.4055
2803178,171.58372
567550,231.17038
599320,9.109888
1731546,342.11423
399966,368.5407
1946944,190.43866
2679755,41.320076
558642,446.05438
2363924,685.2001
368658,366.20438
2540456,346.24402
577718,541.8385
251124,567.05023
983539,54.83912
243315,367.76196
459644,366.8793
136213,235.81985
2578944,196.29143
2212055,330.98233
1941971,247.15393
153612,516.2894
2912033,235.925
1777143,211.42105
2680110,392.74615
2463565,281.48694
667788,531.2589
1648170,125.01458
1990356,1.1450645
636268,373.1576
1150357,110.81136
1724302,229.79556
1020760,60.259087
1159960,149.59622
2266179,485.91956
1292630,269.25995
1022747,372.87027
2261774,160.05283
311831,236.03687
369603,371.48145
1351866,132.16336
1924846,523.56555
2300500,274.316
2572535,686.6764
174977,404.2703
1656119,25.816973
403637,529.72107
381975,508.3318
69968,281.5547
2273665,34.94432
1850317,294.64337
2354204,2.4301376
1448656,16.84564
2749525,364.25732
2552443,363.08926
2252472,113.44747
1668192,70.17923
1297493,80.81806
208077,553.6007
2295957,552.5348
1707234,14.112841
1821808,475.4714
520614,627.389
2404146,410.83676
2390562,280.60443
2472969,408.1286
846991,519.4088
2086291,264.58997
2371413,491.83936
1567053,140.79318
1855721,312.88776
2539912,244.06964
1185972,366.9933
91781,492.81052
2331080,343.6645
565326,496.61517
1281418,2.0969293
1135002,275.1679
307915,583.4563
1704131,115.40139
2339803,42.754433
2090757,383.88837
592883,372.39136
2254550,4.3742642
571095,370.52368
2182265,29.740412
2301049,216.2358
1759371,92.34645
516998,314.57043
405592,373.20547
44833,548.8829
900643,93.16037
1025218,462.16083
2896847,438.5352
732914,373.06183
2630819,286.24072
2493296,467.72745
2171228,119.217995
1836148,139.74402
2323244,461.22714
2617040,139.9896
928387,127.48303
169994,371.24203
2141723,487.3656
1555214,166.67085
638018,373.1576
2052899,373.1576
630832,373.1576
1847900,3.4116993
1996303,227.59543
1422644,427.92612
2816519,667.26935
1449160,187.9733
551128,522.4855
166907,367.76196
2723351,473.65814
1264270,238.86479
1299798,176.16838
264769,593.74805
2956958,1.626691
1320933,57.045383
1539598,526.0902
440281,495.16058
2804410,283.26508
367373,368.4369
745704,373.1576
2777464,95.83892
761600,492.97937
2204974,40.00701
2267075,485.35617
2572979,3.3286133
45810,607.0338
2987923,168.16788
226481,700.8153
1566696,17.318201
2743852,177.40973
256065,236.03687
435455,2.891791
940098,259.68323
950436,281.26752
1835689,162.65044
2403979,271.5598
1473429,371.85446
384327,370.38004
582852,493.24207
2419251,596.4112
2130448,81.167206
2832917,686.6764
955540,141.23518
1023360,342.27
13483,545.2892
2590178,618.95337
2748031,276.36774
426396,373.20547
607656,368.4369
1036839,467.55685
655887,373.1576
2864112,390.2187
1375175,254.75209
53324,367.03506
2426047,2.1784182
862672,373.20547
2320001,25.311142
2311990,224.21646
2656104,175.78975
1762474,331.4513
2657789,314.08978
1806190,177.3372
921460,392.69806
1921732,68.60645
1440531,168.62218
467785,306.08588
2478649,286.4288
2956170,188.16675
2780757,367.6314
1310612,71.25774
1173248,217.88977
2552395,25.224012
1080670,376.1523
365463,130.75235
105718,367.19086
129377,566.9634
1430682,365.37274
1155048,434.02765
1544651,170.8264
2063490,89.35863
2632386,185.07352
2150811,294.33707
1779047,463.6869
743672,368.59262
2866227,338.6761
2505866,116.30746
490405,538.19385
1001345,166.08786
918220,291.13538
1015042,106.867195
1336427,139.57832
318416,567.05023
2976323,85.253044
1550812,80.07142
2221577,356.4721
44451,444.6431
1500761,359.4084
1338457,2.3446171
1595871,179.6058
2938427,162.30722
251320,525.3801
508440,365.182
1963847,107.37659
1870611,306.6864
1328993,27.833912
437748,372.63083
2768577,238.19727
2456995,373.1576
2189572,292.72217
